,Gene,WT_K27me3,NSD1KO_K27me3,WT_K36me2,NSD1KO_K36me2,WT_K36me3,NSD1KO_K36me3,change_K27me3,change_K36me3,change_K36me2,LFC,tpm_Parental,tpm_NSD1KO
5458,Tctex1d2,0.0067338514837182,0.0106353635824499,0.1977956947860939,0.1273667921394512,0.0326920484018337,0.0148324719356642,0.6593655466378794,-1.1401807224983305,-0.6350218465745046,-0.56274634238397,8.172134546985571,4.307822896259645
5459,Tfrc,0.0051797160957889,0.0128654781409101,0.0711808222682819,0.0387663159686708,0.1598624352476442,0.1041947496133169,1.312560145345106,-0.6175483897974008,-0.8766849589513409,0.268495996507604,272.09149463401764,310.2284389495783
5460,Tnk2,0.0064328054414724,0.0117718514484062,0.208178622604632,0.1199305261510642,0.0837626160438881,0.0438239411963021,0.8718212812976904,-0.9345872653799392,-0.7956230116483141,-0.274488046305758,66.50541889748547,50.31858060144634
5461,Fyttd1,0.0040375022655464,0.0135377556916727,0.1177008334740224,0.0840430835566197,0.058761628501978,0.0465674628470226,1.7454536122543272,-0.3355520974707175,-0.4859235357096226,0.314469825531802,78.38515515574443,93.39558570821016
5462,Lrch3,0.0071135379140121,0.019888629066203,0.1872111054098407,0.120783850368692,0.034378245210259,0.0297503397827111,1.4833046668614285,-0.2085897605997165,-0.6322384491815349,0.507704029295497,37.74525275004216,51.778816076752406
5463,Osbpl11,0.0056872184649901,0.0137993533161896,0.1831552466447879,0.1177079047004077,0.0449978002370862,0.0396648659766373,1.2788055298913543,-0.1819928012795391,-0.6378558207851831,0.412513620010803,39.03126920136701,50.05142855810793
5464,Snx4,0.0058065086503522,0.0140719469669867,0.156560709634641,0.0983835671368729,0.052273096232317,0.0500004437549331,1.2770790880942249,-0.0641277164369435,-0.6702329307617318,0.505771627748339,65.04674143947747,88.72076400058586
5465,Zfp148,0.0040844107432576,0.0122370014301499,0.1788935864857478,0.1296236182770936,0.0395004652861609,0.0311441974211609,1.5830502202685424,-0.3429062522841712,-0.4647730555414871,0.290649102864148,32.62611340745589,38.04036766996768
5466,Heg1,0.0273022247351962,0.1880115117283339,0.3688935110890952,0.0091742748375427,0.0065580172460577,0.0017922475193699,2.783730579401265,-1.8714898003079703,-5.329466474256475,-2.93286502937547,2.6910408490644624,0.3069545136175098
5467,Itgb5,0.0094057343414654,0.0178783800574257,0.2962771726270904,0.1451400277057159,0.030611801447928,0.0252582519864608,0.9266035313039104,-0.277333147355448,-1.0295020241950514,1.04292621241971,42.00522238618063,82.56889336275258
5468,Kalrn,0.0272117029482433,0.1618872512079673,0.2769032878623199,0.0074906144592379,0.0050851750126933,0.0015335787378636,2.5726902258603923,-1.7293951869332471,-5.208154305078594,-0.878387712843657,1.3810389581967704,0.6253470669809762
5469,Mylk,0.0292065875505319,0.1894566170944544,0.299116332971342,0.0050042122272239,0.0041040685991892,0.0014529981739883,2.697501818284081,-1.49802195577415,-5.9014199043247855,-3.14945112235369,0.2150837506386,0.0
5470,Adcy5,0.0459135090551537,0.1836138235343983,0.3350379954060701,0.0164068280312302,0.0052079119817048,0.0031878152307722,1.999684074488543,-0.708137054311339,-4.351956464034587,2.59030663820565,0.4155808220184712,2.5986717849269496
5471,Sec22a,0.0099133331004916,0.018124987808266,0.1610020212738075,0.1238546513742521,0.0236472052158892,0.0184955531991394,0.870537911918653,-0.3544912344439774,-0.3784307503716141,0.34739248680898,15.72419679150202,19.50874950688543
5472,Pdia5,0.0158766422091973,0.0246127699209109,0.270761394675671,0.1415665459862408,0.0298270811417235,0.0282193295171383,0.632501202264016,-0.0799390930676342,-0.9355416751209116,0.788165544139777,21.721406432902263,36.74966770565386
5473,Sema5b,0.0441848143035553,0.0308977427987571,0.3718648338530416,0.1557420507337817,0.0114329543922537,0.018513718910273,-0.516049173448679,0.6953964642411337,-1.2556197948427867,1.30129625500372,14.522914945396526,33.96438899622146
5474,Parp14,0.0157957770653841,0.1105926895741963,0.2946288004610037,0.0243162717746307,0.0113968008357038,0.0027024648684544,2.8076452067266,-2.0762811378780537,-3.598904509527114,-2.39252183740396,7.692251850407148,1.3264707999551013
